# Universe snapshot: 全台股(TWSE+OTC) 價格<100 排除ETF/特別股/權證 2026-04-22
# Total raw: 7543, after filter: 7019, price<100: 6555
ticker	name	price	market
8112	至上	88.0	TWSE
6823	濾能	87.8	OTC
6499	益安	87.7	OTC
6965	中傑-KY	87.5	TWSE
5493	三聯	87.4	OTC
6205	詮欣	87.2	TWSE
6245	立端	87.0	OTC
6923	中台	86.7	TWSE
3498	陽程	86.6	OTC
8446	華研	86.4	OTC
6117	迎廣	86.3	TWSE
6284	佳邦	86.3	OTC
8390	金益鼎	86.3	OTC
2254	巨鎧精密-創	86.1	TWSE
2375	凱美	85.8	TWSE
7811	民盛	85.8	OTC
2546	根基	85.6	TWSE
3706	神達	85.3	TWSE
6934	心誠鎂	85.0	TWSE
4938	和碩	84.7	TWSE
5306	桂盟	84.7	TWSE
6716	應廣	84.5	OTC
3055	蔚華科	84.4	TWSE
5388	中磊	84.3	TWSE
2347	聯強	84.0	TWSE
6485	點序	83.5	OTC
6997	博弘	83.5	OTC
8064	東捷	83.3	OTC
6416	瑞祺電通	83.2	TWSE
3577	泓格	83.1	OTC
6411	晶焱	83.1	OTC
9911	櫻花	82.9	TWSE
1717	長興	82.7	TWSE
6768	志強-KY	82.6	TWSE
8374	羅昇	82.5	TWSE
6208	日揚	82.5	OTC
6576	逸達	82.2	OTC
1723	中碳	82.1	TWSE
1294	漢田生技	81.9	OTC
6456	GIS-KY	81.7	TWSE
3580	友威科	81.7	OTC
4987	科誠	81.5	OTC
8074	鉅橡	81.2	OTC
6166	凌華	81.0	TWSE
6469	大樹	80.7	OTC
7721	微程式	80.6	TWSE
8045	達運光電	80.6	TWSE
6794	向榮生技	80.5	TWSE
5520	力泰	80.4	OTC
6577	勁豐	80.4	OTC
5498	凱崴	80.3	OTC
6951	青新-創	80.2	TWSE
4126	太醫	80.2	OTC
6028	公勝保經	80.2	OTC
4580	捷流閥業	80.1	OTC
2388	威盛	80.0	TWSE
5371	中光電	80.0	OTC
5609	中菲行	79.9	OTC
6620	漢達	79.9	OTC
8150	南茂	79.8	TWSE
7709	榮田	79.7	OTC
5314	世紀*	79.5	OTC
6412	群電	79.3	TWSE
7736	虎山	78.9	TWSE
7823	奧義賽博-KY創	78.8	TWSE
9941	裕融	78.8	TWSE
4590	富田-創	78.7	TWSE
2303	聯電	78.6	TWSE
3701	大眾控	78.6	TWSE
4104	佳醫	78.6	TWSE
1784	訊聯	78.5	OTC
2436	偉詮電	78.3	TWSE
8487	愛爾達-創	78.3	TWSE
1319	東陽	78.1	TWSE
5225	東科-KY	78.1	TWSE
2947	振宇五金	77.9	OTC
8102	傑霖科技	77.8	OTC
3338	泰碩	77.7	TWSE
3709	鑫聯大投控	77.6	OTC
7547	碩網	77.5	OTC
9910	豐泰	77.4	TWSE
3663	鑫科	77.4	OTC
9802	鈺齊-KY	77.2	TWSE
3016	嘉晶	77.0	TWSE
8111	立碁	77.0	OTC
1726	永記	76.9	TWSE
2402	毅嘉	76.9	TWSE
2348	海悅	76.8	TWSE
6464	台數科	76.7	TWSE
4205	中華食	76.7	OTC
5534	長虹	76.3	TWSE
3162	精確	76.3	OTC
2374	佳能	76.0	TWSE
2882	國泰金	75.9	TWSE
4951	精拓科	75.9	OTC
2637	慧洋-KY	75.8	TWSE
8341	日友	75.8	TWSE
6625	必應	75.5	TWSE
3528	安馳	75.4	TWSE
4915	致伸	74.9	TWSE
6967	汎瑋材料	74.8	OTC
2615	萬海	74.5	TWSE
6840	東研信超	74.4	OTC
8424	惠普	74.3	OTC
4566	時碩工業	74.0	TWSE
6538	倉和	74.0	OTC
3605	宏致	73.9	TWSE
6918	愛派司	73.9	TWSE
2393	億光	73.6	TWSE
3178	公準	73.5	OTC
8431	匯鑽科	73.5	OTC
3714	富采	73.3	TWSE
4105	東洋	73.1	OTC
2762	世界健身-KY	73.0	TWSE
6689	伊雲谷	72.9	TWSE
6796	晉弘	72.5	TWSE
1216	統一	72.4	TWSE
8383	千附	72.4	OTC
3504	揚明光	72.3	TWSE
6277	宏正	72.2	TWSE
4974	亞泰	72.2	OTC
6546	正基	72.1	OTC
6637	醫影	72.1	OTC
2478	大毅	72.0	TWSE
3054	立萬利	72.0	TWSE
3022	威強電	71.9	TWSE
8040	九暘	71.9	OTC
8272	全景軟體	71.9	OTC
8472	夠麻吉	71.7	OTC
5351	鈺創	71.6	OTC
1777	生泰	71.5	OTC
2743	山富	71.5	OTC
3628	盈正	71.4	OTC
2465	麗臺	71.3	TWSE
6994	富威電力	71.2	TWSE
2485	兆赫	71.0	TWSE
1802	台玻	70.9	TWSE
6821	聯寶	70.8	OTC
7642	昶瑞機電	70.8	OTC
3546	宇峻	70.7	OTC
9930	中聯資源	70.6	TWSE
3219	倚強科	70.6	OTC
6925	意藍	70.6	OTC
9921	巨大	70.5	TWSE
6163	華電網	70.5	OTC
5522	遠雄	70.4	TWSE
3310	佳穎	70.4	OTC
5511	德昌	70.4	OTC
6846	綠茵	70.4	OTC
2535	達欣工	70.1	TWSE
6269	台郡	70.0	TWSE
6527	明達醫	70.0	OTC
6590	普鴻	70.0	OTC
6906	現觀科	69.8	TWSE
9927	泰銘	69.8	TWSE
6612	奈米醫材	69.6	OTC
4916	事欣科	69.5	TWSE
3687	歐買尬	69.4	OTC
2006	東和鋼鐵	69.2	TWSE
2756	聯發國際	69.1	OTC
3339	泰谷	69.1	OTC
8048	德勝	69.0	OTC
3171	炎洲流通	68.9	OTC
8099	大世科	68.8	OTC
8924	大田	68.8	OTC
2754	亞洲藏壽司	68.2	OTC
6556	勝品	68.2	OTC
2636	台驊控股	68.0	TWSE
2643	捷迅	68.0	OTC
5291	邑昇	68.0	OTC
3530	晶相光	67.9	TWSE
2367	燿華	67.8	TWSE
8234	新漢	67.8	OTC
2459	敦吉	67.7	TWSE
3207	耀勝	67.3	OTC
2732	六角	67.0	OTC
6203	海韻電	67.0	OTC
6204	艾華	67.0	OTC
7713	威力德生醫	66.8	OTC
7791	皇家可口	66.3	TWSE
3588	通嘉	66.2	TWSE
6909	創控	66.2	TWSE
8240	華宏	66.2	OTC
3673	TPK-KY	66.0	TWSE
2723	美食-KY	65.8	TWSE
6190	萬泰科	65.8	OTC
6175	立敦	65.7	OTC
6741	91APP*-KY	65.7	OTC
4138	曜亞	65.5	OTC
1315	達新	65.4	TWSE
2250	IKKA-KY	65.3	TWSE
2364	倫飛	65.2	TWSE
2496	卓越	65.1	TWSE
6209	今國光	65.0	TWSE
1727	中華化	64.9	TWSE
3467	台灣精材	64.9	OTC
1419	新紡	64.8	TWSE
5203	訊連	64.8	TWSE
3093	港建*	64.7	OTC
1760	寶齡富錦	64.6	TWSE
8042	金山電	64.5	OTC
3025	星通	64.3	TWSE
3032	偉訓	64.2	TWSE
1786	科妍	64.1	TWSE
7704	明遠精密	64.0	OTC
8284	三竹	64.0	OTC
2606	裕民	63.4	TWSE
1591	駿吉-KY	63.4	OTC
1504	東元	63.3	TWSE
3028	增你強	63.2	TWSE
6592	和潤企業	63.2	TWSE
4909	新復興	63.2	OTC
4737	華廣	63.0	TWSE
3332	幸康	63.0	OTC
6516	勤崴國際	62.9	OTC
8131	福懋科	62.8	TWSE
3707	漢磊	62.8	OTC
5309	系統電	62.8	OTC
3527	聚積	62.4	OTC
6844	諾貝兒	62.3	OTC
3694	海華	62.2	TWSE
6792	詠業	62.2	TWSE
2015	豐興	62.0	TWSE
5425	台半	62.0	OTC
8938	明安	62.0	OTC
1720	生達	61.9	TWSE
9914	美利達	61.5	TWSE
4933	友輝	61.4	OTC
1341	富林-KY	61.3	TWSE
4588	玖鼎電力	61.3	TWSE
3552	同致	61.2	OTC
6597	立誠	61.2	OTC
2497	怡利電	61.1	TWSE
6548	長科*	61.1	OTC
6150	撼訊	61.0	OTC
6776	展碁國際	60.9	TWSE
6517	保勝光學	60.9	OTC
1525	江申	60.6	TWSE
6202	盛群	60.5	TWSE
1295	生合	60.2	OTC
6617	共信-KY	60.2	OTC
2423	固緯	60.1	TWSE
6224	聚鼎	60.0	TWSE
2329	華泰	59.7	TWSE
2363	矽統	59.7	TWSE
1711	永光	59.6	TWSE
6841	長佳智能	59.6	OTC
6591	動力-KY	59.5	TWSE
6207	雷科	59.5	OTC
703606	青雲國票58購01	59.5	OTC
1240	茂生農經	59.3	OTC
4540	全球傳動	59.1	TWSE
2397	友通	59.0	TWSE
3078	僑威	59.0	OTC
4741	泓瀚	59.0	OTC
3684	榮昌	58.9	OTC
6275	元山	58.8	OTC
2540	愛山林	58.7	TWSE
2466	冠西電	58.6	TWSE
2949	欣新網	58.6	OTC
4438	廣越	58.5	TWSE
702579	IET國票57購02	58.5	OTC
6494	九齊	58.3	OTC
2373	震旦行	58.1	TWSE
1259	安心	58.1	OTC
2612	中航	58.0	TWSE
5007	三星	58.0	TWSE
3205	佰研	58.0	OTC
6721	信實	57.9	OTC
5285	界霖	57.8	TWSE
6125	廣運	57.8	OTC
6642	富致	57.6	OTC
2248	華勝-KY	57.5	TWSE
8433	弘帆	57.5	OTC
9937	全國	57.4	TWSE
6680	鑫創電子	57.4	OTC
6961	旅天下	57.4	OTC
1569	濱川	57.2	OTC
4162	智擎	57.2	OTC
6770	力積電	57.0	TWSE
8435	鉅邁	57.0	OTC
705178	萬潤凱基58購03	57.0	OTC
2751	王座	56.9	OTC
3257	虹冠電	56.8	TWSE
4442	竣邦-KY	56.6	OTC
6982	大井泵浦	56.5	OTC
3622	洋華	56.4	TWSE
9943	好樂迪	56.3	TWSE
3556	禾瑞亞	56.3	OTC
3545	敦泰	56.2	TWSE
3003	健和興	56.1	TWSE
701321	穩懋元富57購01	56.0	OTC
2453	凌群	55.9	TWSE
2420	新巨	55.8	TWSE
2206	三陽工業	55.7	TWSE
3624	光頡	55.7	OTC
6024	群益期	55.6	TWSE
3594	磐儀	55.6	OTC
4175	杏一	55.5	OTC
8088	品安	55.5	OTC
738664	力旺永豐55購01	55.5	OTC
5283	禾聯碩	55.3	TWSE
3705	永信	55.2	TWSE
1595	川寶	55.1	OTC
2227	裕日車	55.0	TWSE
2355	敬鵬	55.0	TWSE
3317	尼克森	55.0	OTC
6899	創為精密	55.0	OTC
9951	皇田	54.9	OTC
6492	生華科	54.6	OTC
4303	信立	54.5	OTC
4956	光鋐	54.3	TWSE
8047	星雲	54.3	OTC
2354	鴻準	54.2	TWSE
1210	大成	54.1	TWSE
2204	中華	54.0	TWSE
702557	穩懋元富56購07	54.0	OTC
6684	安格	53.8	OTC
2471	資通	53.7	TWSE
2891	中信金	53.5	TWSE
4952	凌通	53.5	TWSE
6465	威潤	53.5	OTC
3356	奇偶	53.4	TWSE
4557	永新-KY	53.2	TWSE
4746	台耀	53.1	TWSE
6624	萬年清	53.0	OTC
4743	合一	52.9	OTC
6505	台塑化	52.7	TWSE
1730	花仙子	52.6	TWSE
4903	聯光通	52.4	OTC
4927	泰鼎-KY	52.3	TWSE
6751	智聯服務	52.3	OTC
8289	泰藝	52.3	OTC
2426	鼎元	52.2	TWSE
6281	全國電	52.2	TWSE
4747	強生	52.0	OTC
6542	隆中	52.0	OTC
1301	台塑	51.9	TWSE
6170	統振	51.9	OTC
7770	君曜	51.9	OTC
1436	華友聯	51.8	TWSE
1536	和大	51.8	TWSE
2338	光罩	51.8	TWSE
3015	全漢	51.8	TWSE
1535	中宇	51.7	TWSE
5706	鳳凰	51.7	TWSE
8917	欣泰	51.7	OTC
2543	皇昌	51.6	TWSE
3141	晶宏	51.6	OTC
6856	鑫傳	51.6	OTC
8432	東生華	51.6	OTC
2832	台產	51.5	TWSE
8442	威宏-KY	51.5	TWSE
5258	虹堡	51.4	TWSE
6282	康舒	51.4	TWSE
8097	常珵	51.3	OTC
2488	漢平	51.2	TWSE
2630	亞航	51.2	TWSE
5508	永信建	50.9	OTC
8936	國統	50.8	OTC
4147	中裕	50.7	OTC
1326	台化	50.6	TWSE
3438	類比科	50.6	OTC
2609	陽明	50.5	TWSE
8249	菱光	50.5	TWSE
6122	擎邦	50.5	OTC
2429	銘旺科	50.4	TWSE
4581	光隆精密-KY	50.4	TWSE
3221	台嘉碩	50.4	OTC
3290	東浦	50.4	OTC
1903	士紙	50.3	TWSE
6931	青松健康	50.3	TWSE
6201	亞弘電	50.2	TWSE
2070	精湛	50.2	OTC
2885	元大金	50.1	TWSE
2634	漢翔	50.0	TWSE
3209	全科	50.0	TWSE
6928	攸泰科技	50.0	TWSE
8110	華東	50.0	TWSE
3306	鼎天	50.0	OTC
6127	九豪	50.0	OTC
2413	環科	49.85	TWSE
2607	榮運	49.85	TWSE
9926	新海	49.75	TWSE
3224	三顧	49.7	OTC
4541	晟田	49.6	OTC
6292	迅德	49.5	OTC
8070	長華*	49.45	TWSE
6111	光聚晶電	49.4	OTC
3046	建碁	49.35	TWSE
7821	神數	49.15	TWSE
6470	宇智	49.05	OTC
6757	台灣虎航	48.95	TWSE
6589	台康生技	48.85	TWSE
6763	綠界科技*	48.85	OTC
6165	浪凡	48.75	TWSE
6189	豐藝	48.7	TWSE
4563	百德	48.5	OTC
5607	遠雄港	48.4	TWSE
5212	凌網	48.4	OTC
8916	光隆	48.4	OTC
1713	國化	48.3	TWSE
6112	邁達特	48.3	TWSE
6115	鎰勝	48.3	TWSE
3501	維熹	48.25	TWSE
6547	高端疫苗	48.15	OTC
2066	世德	48.1	OTC
4417	金洲	48.05	OTC
1583	程泰	48.0	TWSE
4119	旭富	48.0	TWSE
6155	鈞寶	48.0	TWSE
6843	進典	48.0	OTC
8162	微矽電子-創	47.85	TWSE
3303	岱稜	47.8	OTC
7718	友鋮	47.8	OTC
2356	英業達	47.75	TWSE
3426	台興	47.65	OTC
2484	希華	47.5	TWSE
6184	大豐電	47.5	TWSE
8038	長園科	47.5	OTC
3312	弘憶股	47.4	TWSE
2328	廣宇	47.3	TWSE
6235	華孚	47.3	TWSE
4120	友華	47.25	OTC
6754	匯僑設計	47.15	TWSE
4510	高鋒	47.0	OTC
3040	遠見	46.85	TWSE
1615	大山	46.8	TWSE
2718	全心投控	46.8	OTC
2414	精技	46.55	TWSE
3484	崧騰	46.5	OTC
6771	平和環保-創	46.0	TWSE
2916	滿心	46.0	OTC
4419	皇家美食	46.0	OTC
1235	興泰	45.9	TWSE
2433	互盛電	45.9	TWSE
8926	台汽電	45.7	TWSE
701547	萬潤國票56購02	45.7	OTC
6695	芯鼎	45.45	TWSE
3537	堡達	45.4	OTC
8941	關中	45.4	OTC
6177	達麗	45.35	TWSE
5471	松翰	45.3	TWSE
4160	訊聯基因	45.25	OTC
3149	正達	45.0	TWSE
6182	合晶	45.0	OTC
7767	仁大資訊	45.0	OTC
1722	台肥	44.95	TWSE
4960	誠美材	44.95	TWSE
6968	萬達寵物	44.95	OTC
2539	櫻花建	44.8	TWSE
3168	眾福科	44.8	TWSE
700920	波若威永豐5A購01	44.8	OTC
9938	百和	44.75	TWSE
4939	亞電	44.75	OTC
9924	福興	44.7	TWSE
2937	集雅社	44.7	OTC
2915	潤泰全	44.55	TWSE
6697	東捷資訊	44.55	OTC
5530	龍巖	44.45	OTC
2495	普安	44.4	TWSE
8349	恒耀	44.35	OTC
5244	弘凱	44.3	TWSE
1203	味王	44.1	TWSE
2489	瑞軒	44.1	TWSE
4763	材料*-KY	44.1	TWSE
6509	聚和	44.05	OTC
6657	華安	44.0	TWSE
1563	巧新	43.9	TWSE
6742	澤米	43.9	TWSE
4503	金雨	43.9	OTC
7753	星亞	43.85	OTC
3564	其陽	43.8	OTC
4420	光明	43.8	OTC
2013	中鋼構	43.75	TWSE
9918	欣天然	43.6	TWSE
8084	巨虹	43.6	OTC
1229	聯華	43.5	TWSE
3543	州巧	43.4	TWSE
1799	易威	43.4	OTC
3086	華義*	43.2	OTC
4527	方土霖	43.2	OTC
6708	天擎	43.2	OTC
8367	建新國際	43.1	TWSE
8942	森鉅	43.05	OTC
8050	廣積	43.0	OTC
2340	台亞	42.95	TWSE
4995	晶達	42.95	OTC
2704	國賓	42.8	TWSE
4568	科際精密	42.8	OTC
6161	捷波	42.8	OTC
2417	圓剛	42.55	TWSE
1712	興農	42.5	TWSE
6666	羅麗芬-KY	42.5	TWSE
3095	及成	42.4	OTC
1570	力肯	42.35	OTC
6123	上奇	42.35	OTC
6432	今展科	42.3	OTC
1423	利華	42.2	TWSE
2387	精元	42.15	TWSE
8077	洛碁	42.05	OTC
2945	三商家購	41.95	TWSE
2498	宏達電	41.85	TWSE
8931	大汽電	41.85	OTC
8481	政伸	41.65	TWSE
8182	加高	41.55	OTC
700287	竑騰國票55購01	41.5	OTC
1618	合機	41.45	TWSE
6180	橘子	41.4	OTC
1339	昭輝	41.3	TWSE
6614	資拓宏宇	41.25	TWSE
6186	新潤	41.25	OTC
6541	泰福-KY	41.2	TWSE
2748	雲品	41.15	TWSE
6237	驊訊	41.05	OTC
4116	明基醫	41.0	OTC
5878	台名	41.0	OTC
1783	和康生	40.9	TWSE
4555	氣立	40.8	TWSE
5489	彩富	40.8	OTC
3466	德晉	40.7	OTC
9925	新保	40.6	TWSE
3048	益登	40.55	TWSE
1796	金穎生技	40.5	OTC
4123	晟德	40.5	OTC
4584	君帆	40.5	OTC
8908	欣雄	40.5	OTC
6504	南六	40.4	TWSE
5515	建國	40.25	TWSE
2399	映泰	40.2	TWSE
6560	欣普羅	40.2	OTC
6835	圓裕	40.1	TWSE
3380	明泰	40.0	TWSE
4935	茂林-KY	39.95	TWSE
5457	宣德	39.95	OTC
8905	裕國	39.95	OTC
6790	永豐實	39.9	TWSE
2740	華軒	39.9	OTC
3229	晟鈦	39.85	TWSE
3447	展達	39.85	TWSE
5876	上海商銀	39.85	TWSE
6908	宏碁遊戲-創	39.85	TWSE
6649	台生材	39.85	OTC
9906	欣巴巴	39.8	TWSE
2031	新光鋼	39.65	TWSE
6722	輝創	39.65	TWSE
6952	大武山	39.6	TWSE
5392	能率	39.6	OTC
6103	合邦	39.6	OTC
2009	第一銅	39.5	TWSE
2886	兆豐金	39.5	TWSE
6443	元晶	39.5	TWSE
3230	錦明	39.5	OTC
8937	合騏*	39.5	OTC
2362	藍天	39.4	TWSE
2460	建通	39.4	TWSE
4907	富宇	39.4	OTC
6887	寶綠特-KY	39.35	TWSE
6570	維田	39.35	OTC
6101	寬魚國際	39.3	OTC
6265	方土昶	39.3	OTC
3669	圓展	39.2	TWSE
5484	慧友	39.2	TWSE
1708	東鹼	39.15	TWSE
8213	志超	39.05	TWSE
2524	京城	39.0	TWSE
6730	常廣	39.0	OTC
3631	晟楠	38.95	OTC
2221	大甲	38.9	OTC
4942	嘉彰	38.85	TWSE
1817	凱撒衛	38.7	TWSE
701255	昇達科國泰56購01	38.7	OTC
701420	穩懋國票57購01	38.7	OTC
3059	華晶科	38.6	TWSE
4906	正文	38.6	TWSE
6609	瀧澤科	38.6	OTC
2948	寶陞	38.4	OTC
2392	正崴	38.35	TWSE
3704	合勤控	38.3	TWSE
6593	台灣銘板	38.3	OTC
6807	峰源-KY	38.25	TWSE
8222	寶一	38.25	TWSE
4543	萬在	38.25	OTC
6234	高僑	38.25	OTC
6242	立康	38.2	OTC
5215	科嘉-KY	38.15	TWSE
2545	皇翔	38.0	TWSE
6875	國邑*	38.0	OTC
7794	宏碁智新	38.0	OTC
700876	波若威元大54購05	38.0	OTC
8410	森田	37.85	OTC
4127	天良	37.75	OTC
6294	智基	37.7	OTC
6834	天二科技	37.65	TWSE
8032	光菱	37.65	OTC
6668	中揚光	37.6	TWSE
8183	精星	37.55	OTC
6405	悅城	37.5	TWSE
6962	奕力-KY	37.4	TWSE
5902	德記	37.35	OTC
4148	全宇生技-KY	37.3	TWSE
8473	山林水	37.3	TWSE
3379	彬台	37.3	OTC
4754	國碳科	37.3	OTC
8104	錸寶	37.2	TWSE
9933	中鼎	37.0	TWSE
6474	華豫寧	36.85	OTC
2027	大成鋼	36.8	TWSE
3206	志豐	36.8	OTC
2504	國產	36.55	TWSE
3323	加百裕	36.55	OTC
4174	浩鼎	36.55	OTC
6865	偉康科技	36.5	OTC
2926	誠品生活	36.45	OTC
6243	迅杰	36.35	TWSE
9931	欣高	36.15	TWSE
4911	德英	36.1	OTC
6151	晉倫	36.1	OTC
1702	南僑	36.05	TWSE
7732	金興精密	36.0	TWSE
1587	吉茂	35.95	TWSE
1234	黑松	35.85	TWSE
2365	昆盈	35.75	TWSE
5601	台聯櫃	35.75	OTC
1102	亞泥	35.65	TWSE
1612	宏泰	35.65	TWSE
3297	杭特	35.65	OTC
3441	聯一光	35.65	OTC
1752	南光	35.5	TWSE
2468	華經	35.45	TWSE
6477	安集	35.4	TWSE
6884	海柏特	35.35	OTC
4131	浩泰	35.3	OTC
2880	華南金	35.25	TWSE
2419	仲琦	35.2	TWSE
6936	永鴻生技	35.2	TWSE
2739	寒舍	35.15	TWSE
3033	威健	35.15	TWSE
701336	華星光凱基55購05	35.1	OTC
2618	長榮航	35.05	TWSE
2101	南港	34.95	TWSE
4560	強信-KY	34.9	TWSE
2527	宏璟	34.85	TWSE
8087	麗升能源	34.85	OTC
9949	琉園	34.85	OTC
701909	信驊凱基56購01	34.8	OTC
5452	佶優	34.75	OTC
1608	華榮	34.7	TWSE
4561	健椿	34.6	OTC
4562	穎漢	34.5	TWSE
6218	豪勉	34.5	OTC
7705	三商餐飲	34.45	TWSE
2605	新興	34.4	TWSE
7723	築間	34.4	OTC
4923	力士	34.2	OTC
5604	中連	34.2	OTC
4556	旭然	34.15	OTC
3092	鴻碩	34.1	TWSE
5228	鈺鎧	34.05	OTC
2542	興富發	34.0	TWSE
3465	進泰電子	34.0	OTC
4526	東台	33.8	TWSE
704834	雍智國票59購01	33.8	OTC
3294	英濟	33.75	OTC
1609	大亞	33.7	TWSE
2941	米斯特	33.7	OTC
3118	進階	33.7	OTC
8415	大國鋼	33.7	OTC
2855	統一證	33.65	TWSE
6615	慧智	33.65	OTC
6174	安碁	33.5	OTC
3071	協禧	33.4	OTC
6148	驊宏資	33.4	OTC
6272	驊陞	33.35	TWSE
2342	茂矽	33.3	TWSE
3615	安可	33.3	OTC
1225	福懋油	33.2	TWSE
1593	祺驊	33.2	OTC
3685	元創精密	33.2	OTC
4533	協易機	33.2	OTC
6194	育富	33.1	OTC
2884	玉山金	33.05	TWSE
6141	柏承	33.05	TWSE
5009	榮剛	33.05	OTC
3236	千如	32.9	OTC
7584	樂意	32.9	OTC
1725	元禎	32.85	TWSE
5519	隆大	32.85	TWSE
6126	信音	32.85	OTC
1527	鑽全	32.8	TWSE
2324	仁寶	32.75	TWSE
1603	華電	32.7	TWSE
3518	柏騰	32.7	TWSE
702296	穩懋凱基56購03	32.7	OTC
3311	閎暉	32.65	TWSE
6698	旭暉應材	32.65	TWSE
5464	霖宏	32.65	OTC
2105	正新	32.6	TWSE
2406	國碩	32.55	TWSE
6276	安鈦克	32.45	OTC
3716	中化控股	32.4	TWSE
6692	進能服	32.4	OTC
1614	三洋電	32.35	TWSE
1734	杏輝	32.3	TWSE
2235	謚源	32.3	OTC
4153	鈺緯	32.3	OTC
6124	業強	32.3	OTC
1321	大洋	32.25	TWSE
1522	堤維西	32.25	TWSE
5410	國眾	32.25	OTC
4164	承業醫	32.2	TWSE
4706	大恭	32.2	OTC
1307	三芳	32.15	TWSE
1737	臺鹽	32.15	TWSE
3434	哲固	32.15	OTC
1410	南染	32.1	TWSE
5538	東明-KY	32.0	TWSE
5251	天鉞電	32.0	OTC
2241	艾姆勒	31.95	TWSE
3031	佰鴻	31.95	TWSE
6552	易華電	31.95	TWSE
2369	菱生	31.75	TWSE
3557	嘉威	31.75	TWSE
6558	興能高	31.75	TWSE
6582	申豐	31.7	TWSE
1605	華新	31.6	TWSE
4114	健喬	31.6	OTC
6114	久威	31.6	OTC
6482	弘煜科	31.55	OTC
1533	車王電	31.5	TWSE
2371	大同	31.5	TWSE
2890	永豐金	31.5	TWSE
4744	皇將	31.5	OTC
6134	萬旭	31.5	OTC
6671	三能-KY	31.45	TWSE
6969	成信實業*-創	31.45	TWSE
6220	岳豐	31.4	OTC
6270	倍微	31.25	OTC
2520	冠德	31.1	TWSE
703275	信驊凱基57購01	31.0	OTC
3062	建漢	30.9	TWSE
4545	銘鈺	30.9	TWSE
4976	佳凌	30.9	TWSE
3490	單井	30.9	OTC
700969	營邦國票54購02	30.9	OTC
2608	嘉里大榮	30.8	TWSE
9955	佳龍	30.8	TWSE
4523	永彰	30.8	OTC
702782	台燿元富56購06	30.8	OTC
2425	承啟	30.75	TWSE
3630	新鉅科	30.75	OTC
2596	綠意	30.7	OTC
700010	萬潤元大56購01	30.7	OTC
2816	旺旺保	30.6	TWSE
1437	勤益控	30.55	TWSE
1735	日勝化	30.5	TWSE
5523	豐謙	30.5	OTC
7782	光速火箭	30.5	OTC
5201	凱衛	30.45	OTC
6733	博晟生醫	30.35	OTC
3176	基亞	30.25	OTC
2434	統懋	30.2	TWSE
2851	中再保	30.2	TWSE
2719	燦星旅	30.2	OTC
4554	橙的	30.2	OTC
4735	豪展	30.2	OTC
2065	世豐	30.15	OTC
2450	神腦	30.1	TWSE
8422	可寧衛*	30.05	TWSE
2230	泰茂	30.05	OTC
4130	健亞	30.05	OTC
2617	台航	30.0	TWSE
3354	律勝	30.0	OTC
6910	德鴻	30.0	OTC
3060	銘異	29.9	TWSE
1227	佳格	29.85	TWSE
2312	金寶	29.85	TWSE
4726	永昕	29.85	OTC
8930	青鋼	29.85	OTC
6418	詠昇	29.8	OTC
1808	潤隆	29.7	TWSE
2258	鴻華先進-創	29.7	TWSE
